nom;type d'activité;types de public;exposition;réservation;nature de client;type de client;catégorie de client;niveau de groupe;langue du groupe;thème;date;heure;durée;fin;en vente;nature de la séance;salles;langues de l'activite;matériels;places ouvertes;places vendues;places disponibles;overbooking;overbooking vendu;overbooking disponible;taux de remplissage;Montant;temps de préparation;temps de rangement;temps annexe total;Types de public (croisement col C et F);AGE ( Type de client ? Col H);Niveau groupe / détail âge (col I);langue;TARIF;
CONF - L’ORFÈVRE ET LE PEINTRE;ÉVÉNEMENT;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;Individuel;;;;;;Thursday, April 3, 2025;18:30;90;20:00;1;A;;;;110;110;0;0;0;0;100;0;0;0;0;INDIVIDUELS;ADULTES;ADULTES (15 ANS ET +);Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3262;Organisme;Tourisme / Agence de voyage;Groupe Adulte - Entreprises;24_4 - 6 ans;Français;;Thursday, April 3, 2025;12:15;90;13:45;1;A;;Français;;30;27;3;0;0;0;90;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Entreprises;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3261;Organisme;Tourisme / Agence de voyage;Groupe Adulte - Entreprises;24_4 - 6 ans;Français;;Thursday, April 3, 2025;11:45;90;13:15;1;A;;Français;;30;30;0;0;0;0;100;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Entreprises;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;;;;;;;;Thursday, April 3, 2025;18:30;90;20:00;1;A;N3 - Rohan - Expo;Français;Expo - Audiophone 1;13;11;2;2;0;2;84;276.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - MAD PRO - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2828;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Thursday, April 3, 2025;10:00;90;11:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 4;0;28;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;18_Seconde Pro;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3295;Organisme;Enseignement Supérieur - Autre;Groupe Education - Enseignement Supérieur;22_Enseignement Supérieur;Français;;Thursday, April 3, 2025;15:45;90;17:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;0;20;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;22_Enseignement Supérieur;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3395;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;23_BTS;Français;;Thursday, April 3, 2025;10:15;90;11:45;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 5;0;11;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;23_BTS;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3625;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;17:00;90;18:30;1;G;;;;0;15;0;0;0;0;0;0;0;0;0;GROUPES;JEUNES/FAMILLES;27_Moins de 18 ans;;;
PARCOURS ANIMÉ - À QUOI ÇA SERT ?;PARCOURS;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2956;Organisme;Primaire;Groupe Education - 1er Degré;01_Petite section;Français;;Thursday, April 3, 2025;10:00;90;11:30;1;G;N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle;;;0;26;0;0;0;0;0;0;15;0;15;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Anglais;;
PARCOURS CONTÉ - MONSTRES ET MERVEILLES;PARCOURS;EN FAMILLE;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2933;Organisme;Primaire;Groupe Education - 1er Degré;02_Moyenne section;Français;;Thursday, April 3, 2025;14:00;90;15:30;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Rohan - Renaissance;;;0;19;0;0;0;0;0;0;15;0;15;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - À LA BELLE FOURCHETTE !;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1746;Organisme;Maternelle;Groupe Education - 1er Degré;03_Grande section;Français;;Thursday, April 3, 2025;10:00;120;12:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Tuileries 1;Français;;0;29;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - IMPRIMER LA TERRE;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2729;Organisme;Primaire;Groupe Education - 1er Degré;04_CP;Français;;Thursday, April 3, 2025;14:00;120;16:00;1;G;N4 - Atelier Tuileries 2;;;0;17;0;0;0;0;0;0;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;;;
VA - COULEURS AU MOYEN ÂGE;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3550;Organisme;Elémentaire;Groupe Education - 1er Degré;04_CP;Français;;Thursday, April 3, 2025;13:30;120;15:30;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Rohan - Renaissance, N4 - Atelier Tuileries 3;;;0;30;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
ATELIER - MAD PRO - CHRISTOFLE;VISITE-ATELIER;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2828;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Thursday, April 3, 2025;13:00;120;15:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Tuileries 1;;;0;28;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education 2nd degré + enseignement sup;Français;;
VA - UNE TABLE BIEN DRESSÉE;VISITE-ATELIER;11-14 ANS;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3364;Organisme;Associations Jeunes;Groupe Jeune loisir - Associations Jeunes;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;11:15;120;13:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Tuileries 2;;;0;17;0;0;0;0;0;60.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Jeune loisir - Associations Jeunes;Français;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3744;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;15:15;90;16:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3002;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;19:30;90;21:00;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;20;0;0;0;0;100;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3749;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;15:15;90;16:45;1;A;;Français;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3513;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;15:45;90;17:15;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3226;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;14:45;90;16:15;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;12;18;0;0;0;40;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3547;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;13:15;90;14:45;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3582;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;14:30;90;16:00;1;A;N3 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3483;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;25;5;0;0;0;83;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 3783;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;15:15;90;16:45;1;A;N2 - Lefuel - Galerie Jardin;;;30;7;23;0;0;0;23;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3323;Individuel;Individuels;;00_VL;Français;;Thursday, April 3, 2025;17:15;90;18:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;30;13;17;0;0;0;43;165.00;0;0;0;GROUPES;;export tickpro;;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1355;Individuel;Individuels;;01_Petite section;Français;;Thursday, April 3, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1820;Individuel;Individuels;;01_Petite section;Français;;Thursday, April 3, 2025;18:15;90;19:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1448;Individuel;Individuels;;01_Petite section;Français;;Thursday, April 3, 2025;19:15;90;20:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - MON OURS EN PELUCHE (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 1584;Individuel;Individuels;;01_Petite section;Français;;Thursday, April 3, 2025;12:45;90;14:15;1;A;N3 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1370;Individuel;Individuels;;01_Petite section;Français;;Thursday, April 3, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;10;10;0;0;0;50;185.00;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3513;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;13:45;90;15:15;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3483;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;14:45;90;16:15;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;25;5;0;0;0;83;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3513;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;14:45;90;16:15;1;A;;Français;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 3620;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, April 3, 2025;14:00;90;15:30;1;G;;;;0;15;0;0;0;0;0;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 2H - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;VISITE GUIDÉE;;ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 226;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, April 4, 2025;10:00;120;12:00;1;G;N2 - Lefuel - Galerie Jardin, N5 - Cabinet des dessins, des papiers peints, phot;;Collection - Audiophone 1;0;20;0;0;0;0;0;150.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;Dossier 2595;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Anglais;;Friday, April 4, 2025;10:15;90;11:45;1;G;N3 - Rohan - Expo;;Expo - Audiophone 2;0;15;0;0;0;0;0;295.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;Dossier 2595;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Anglais;;Friday, April 4, 2025;12:15;90;13:45;1;G;N3 - Rohan - Expo;;Expo - Audiophone 1;0;15;0;0;0;0;0;295.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 2H - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3375;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, April 4, 2025;10:30;120;12:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;0;20;0;0;0;0;0;350.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3304;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, April 4, 2025;14:45;90;16:15;1;A;;Français;;30;5;25;0;0;0;16;110.00;0;0;0;GROUPES;ADULTES;ADULTES (15 ans et +);;CS/Handicap;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 2710;Organisme;Formation Continue;Groupe Adulte - Formation continue;31_Adultes;Français;;Friday, April 4, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;30;0;0;0;0;100;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Formation continue;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Friday, April 4, 2025;11:30;90;13:00;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;Français;Expo - Audiophone 1;20;20;0;0;0;0;100;680.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - LE TEMPS DES EXPOSITIONS UNIVERSELLES - LE XIXE SIÈCLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3107;Organisme;Elémentaire;Groupe Education - 1er Degré;08_CM2;Français;;Friday, April 4, 2025;10:15;90;11:45;1;G;N2 - Rohan - Expo, N3 - Rohan - Expo, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle;;;0;26;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;08_CM2;Français;;
VL - CHRISTOFLE;GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3621;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, April 4, 2025;17:15;90;18:45;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;15;0;0;0;0;0;0;0;0;0;GROUPES;JEUNES/FAMILLES;27_Moins de 18 ans;Français;;
VA - LUMIÈRE;VISITE-ATELIER;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1992;Organisme;Primaire;Groupe Education - 1er Degré;07_CM1;Français;;Friday, April 4, 2025;10:00;120;12:00;1;G;;;;0;31;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - BIJOU DE MÉTAL - Collections OK;VISITE-ATELIER;11-14 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1997;Organisme;Primaire;Groupe Education - 1er Degré;08_CM2;Français;;Friday, April 4, 2025;14:00;120;16:00;1;G;;Français;;0;29;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
PARCOURS - MÉTIERS D'ART ET DU TEXTILE;PARCOURS;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3342;Organisme;Collège;Groupe Education - 2nd Degré;11_Quatrième;Français;;Friday, April 4, 2025;14:45;90;16:15;1;G;;;;0;21;0;0;0;0;0;95.00;15;0;15;GROUPES;JEUNES/FAMILLES;Groupe Education - 2nd Degré;Français;CS/Handicap;
VA - TISSAGE PAS TRÈS SAGE;VISITE-ATELIER;11-14 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1314;Organisme;Collège;Groupe Education - 2nd Degré;12_Troisième;Français;;Friday, April 4, 2025;14:00;120;16:00;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, N3 - Rohan - Renaissance, N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;0;30;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 2nd Degré;Français;;
VA - L'ART NOUVEAU EN IMAGES;VISITE-ATELIER;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3251;Organisme;Lycée d'Enseignement Général;Groupe Education - 2nd Degré;14_Première;Français;;Friday, April 4, 2025;12:30;120;14:30;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N4 - Atelier Tuileries 3, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N5 - Marsan;;;0;19;0;0;0;0;0;170.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 2nd Degré;Français;;
VA - BIJOU DE MÉTAL - Collections;VISITE-ATELIER;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1554;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;16_CAP;Français;;Friday, April 4, 2025;10:00;120;12:00;1;G;N2 - Rohan - Galerie des bijoux, N4 - Atelier Tuileries 3;Français;;0;12;0;0;0;0;0;120.00;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education 2nd degré + enseignement sup;Français;CS/Handicap;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3698;Individuel;Individuels;;00_VL;Français;;Friday, April 4, 2025;13:45;90;15:15;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;13;17;0;0;0;43;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3666;Individuel;Individuels;;00_VL;Français;;Friday, April 4, 2025;16:15;90;17:45;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;18;12;0;0;0;60;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3667;Individuel;Individuels;;00_VL;Français;;Friday, April 4, 2025;16:15;90;17:45;1;A;;Français;;30;18;12;0;0;0;60;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 2880;Individuel;Individuels;;00_VL;Français;;Friday, April 4, 2025;11:45;90;13:15;1;A;N3 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 3696;Individuel;Individuels;;00_VL;Français;;Friday, April 4, 2025;15:15;90;16:45;1;A;N2 - Lefuel - Galerie Jardin;;;30;11;19;0;0;0;36;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2345;Individuel;Individuels;;01_Petite section;Français;;Friday, April 4, 2025;15:15;90;16:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1336;Individuel;Individuels;;01_Petite section;Français;;Friday, April 4, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1823;Individuel;Individuels;;01_Petite section;Français;;Friday, April 4, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;;CS/Handicap;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3559;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, April 4, 2025;11:45;90;13:15;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;14;16;0;0;0;46;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2495;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, April 4, 2025;13:45;90;15:15;1;A;;Français;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;Français;;
